# gf180-pll :: supply-sensitivity :: supply step/ramp transient
# corner: typical / 27 C, band 5, N=8, f_ref=12.5e6 Hz
# profile: 3.30 V -> step(100n) -> 3.63 V @ 5.6u;
#          ramp 16.0u..22.4u -> 2.97 V; hold to 59.2u
# decimation: nearest sample at 20e-9 s from the full ngspice trace
t_s,vctrl_v,lock_v,vdd_v,fb_v
0,2.1618,5.48835e-09,3.3,1.60375
2.0029075e-08,2.11529,5.4904e-09,3.3,3.3
4.003e-08,2.07408,5.48796e-09,3.3,3.3
6.0108967e-08,2.08294,4.02912e-08,3.3,1.44094e-06
8.02e-08,2.09218,3.94737e-08,3.3,2.07915e-06
1.00220742e-07,2.08468,-6.47254e-09,3.3,3.3
1.2023e-07,2.0468,5.42739e-09,3.3,3.3
1.40249954e-07,2.05921,3.57229e-08,3.3,-1.35354e-05
1.60254229e-07,2.07111,5.69885e-09,3.3,-0.00481361
1.80309211e-07,2.07395,1.4166e-07,3.3,3.30001
2.00354685e-07,2.03859,4.21077e-09,3.3,3.3
2.2041888e-07,2.0508,3.61271e-08,3.3,5.2995e-06
2.40423535e-07,2.06358,5.65843e-09,3.3,5.66635e-09
2.60447906e-07,2.07529,5.85401e-09,3.3,3.37882
2.8045514e-07,2.0428,6.87396e-09,3.3,3.3
3.0047074e-07,2.05256,5.50307e-10,3.3,3.3
3.20492614e-07,2.06504,5.66028e-09,3.3,5.822e-09
3.40511318e-07,2.07603,5.65221e-09,3.3,-1.72251e-06
3.60574539e-07,2.05183,1.03858e-08,3.3,3.3
3.80596431e-07,2.06087,3.57176e-08,3.3,3.30007
4.00624318e-07,2.07229,5.66053e-09,3.3,2.01654e-07
4.20715666e-07,2.08237,5.65199e-09,3.3,-5.41927e-07
4.40752728e-07,2.06397,-3.17354e-07,3.3,3.3
4.60796392e-07,2.0727,3.53255e-08,3.3,3.3
4.80811329e-07,2.08263,5.6602e-09,3.3,5.45737e-09
5.00832707e-07,2.09138,5.65177e-09,3.3,-1.10477e-06
5.20865226e-07,2.07852,-1.07708e-05,3.3,3.29996
5.40940607e-07,2.0858,3.67516e-08,3.3,3.3
5.6100181e-07,2.09414,5.66053e-09,3.3,5.74897e-09
5.81009552e-07,2.10147,5.65167e-09,3.3,1.82276e-07
6.01021311e-07,2.09331,2.75105e-05,3.3,3.3
6.21024918e-07,2.09904,4.47703e-08,3.3,3.3
6.4110181e-07,2.10577,5.66012e-09,3.3,5.40948e-09
6.61175399e-07,2.11169,5.65163e-09,3.3,-4.34462e-07
6.81201003e-07,2.10728,1.7393e-06,3.3,3.3
7.0121703e-07,2.11145,5.00575e-08,3.3,3.29999
7.21260711e-07,2.11666,5.66053e-09,3.3,-3.67599e-05
7.41276203e-07,2.12124,5.65131e-09,3.3,0.00405666
7.61292095e-07,2.1196,7.47955e-07,3.3,3.3
7.81366259e-07,2.12238,4.41947e-08,3.3,3.3
8.0140181e-07,2.12627,5.66052e-09,3.3,6.27055e-09
8.2148924e-07,2.1297,5.65134e-09,3.3,2.33905e-07
8.41541803e-07,2.12948,3.89875e-07,3.3,3.3
8.61624663e-07,2.13142,-4.64687e-08,3.3,3.3
8.8170181e-07,2.13422,5.65973e-09,3.3,5.15283e-09
9.01801098e-07,2.1367,5.64396e-09,3.3,-1.439e-06
9.21802224e-07,2.13721,5.64807e-09,3.3,3.30001
9.4186071e-07,2.13868,5.14947e-09,3.3,3.3
9.61901069e-07,2.14061,4.91521e-09,3.3,7.15446e-09
9.81901521e-07,2.1423,4.93773e-09,3.3,6.84415e-07
1.00190499e-06,2.14346,4.57222e-09,3.3,3.30001
1.02198268e-06,2.14454,4.99004e-09,3.3,3.3
1.04201198e-06,2.14576,5.16708e-09,3.3,-1.95463e-05
1.06203945e-06,2.14684,5.27991e-09,3.3,1.25279e-06
1.08205808e-06,2.14851,4.90619e-09,3.3,3.30002
1.10212815e-06,2.14954,5.37922e-09,3.3,3.3
1.12214022e-06,2.15017,5.43178e-09,3.3,-2.55222e-05
1.1421564e-06,2.15073,5.45262e-09,3.3,3.50162e-06
1.1621805e-06,2.1524,3.47797e-09,3.3,3.30003
1.18223605e-06,2.15343,5.44002e-09,3.3,3.3
1.20230865e-06,2.1536,5.48383e-09,3.3,-1.05397e-05
1.22239817e-06,2.15375,5.48956e-09,3.3,1.08748e-06
1.24242758e-06,2.15541,3.27253e-09,3.3,3.30002
1.26251e-06,2.15631,4.67619e-09,3.3,3.29999
1.28253402e-06,2.15614,5.49918e-09,3.3,-6.52096e-05
1.30256885e-06,2.156,5.50096e-09,3.3,-1.60311e-06
1.32259383e-06,2.15764,4.4979e-07,3.3,3.30003
1.34262322e-06,2.15846,5.73779e-08,3.3,3.3
1.36267936e-06,2.15804,5.48848e-09,3.3,-4.76936e-05
1.38274129e-06,2.15767,5.49296e-09,3.3,-1.72237e-06
1.4027787e-06,2.1593,-1.31408e-08,3.3,3.30003
1.42281004e-06,2.15999,-1.15076e-08,3.3,3.3
1.44281548e-06,2.1594,5.40042e-09,3.3,-3.964e-05
1.46282469e-06,2.15888,5.43176e-09,3.3,2.98422e-07
1.48285899e-06,2.16048,-6.25977e-08,3.3,3.30003
1.50290518e-06,2.1611,-3.51521e-08,3.3,3.29999
1.52299668e-06,2.16038,4.89365e-09,3.3,3.43858e-05
1.54305526e-06,2.15974,4.91113e-09,3.3,-6.51203e-06
1.563108e-06,2.1614,-2.14596e-07,3.3,3.30002
1.583135e-06,2.16187,-4.47418e-08,3.3,3.3
1.60318015e-06,2.16107,5.55084e-09,3.3,2.79186e-05
1.62326343e-06,2.16036,5.25679e-09,3.3,1.08419e-06
1.64328232e-06,2.16203,7.56279e-08,3.3,3.30002
1.66334062e-06,2.1624,-1.7645e-08,3.3,3.3
1.6834212e-06,2.16154,5.6273e-09,3.3,1.48499e-05
1.70348345e-06,2.16078,5.54944e-09,3.3,1.1657e-06
1.72348882e-06,2.16249,4.96123e-08,3.3,3.30001
1.74357986e-06,2.16274,-2.2443e-08,3.3,3.3
1.76361616e-06,2.16185,5.64007e-09,3.3,1.0382e-05
