 0.00000000e+00  1.67994800e+00  0.00000000e+00  2.25109742e-08  0.00000000e+00  3.29999999e+00  0.00000000e+00  5.48835388e-09  0.00000000e+00  1.12630146e-03 
 2.00000000e-11  1.67994800e+00  2.00000000e-11  2.25105790e-08  2.00000000e-11  3.29999999e+00  2.00000000e-11  5.48841197e-09  2.00000000e-11  1.12630146e-03 
 4.00000000e-11  1.67994800e+00  4.00000000e-11  2.25107716e-08  4.00000000e-11  3.29999999e+00  4.00000000e-11  5.48834395e-09  4.00000000e-11  1.12630146e-03 
 8.00000000e-11  1.67994800e+00  8.00000000e-11  2.25110103e-08  8.00000000e-11  3.29999999e+00  8.00000000e-11  5.48839923e-09  8.00000000e-11  1.12630146e-03 
 1.60000000e-10  1.67994800e+00  1.60000000e-10  2.25115799e-08  1.60000000e-10  3.29999999e+00  1.60000000e-10  5.48834875e-09  1.60000000e-10  1.12630146e-03 
 3.20000000e-10  1.67994800e+00  3.20000000e-10  2.25104467e-08  3.20000000e-10  3.29999999e+00  3.20000000e-10  5.48845509e-09  3.20000000e-10  1.12630146e-03 
 6.40000000e-10  1.67994800e+00  6.40000000e-10  2.25053012e-08  6.40000000e-10  3.29999999e+00  6.40000000e-10  5.48823554e-09  6.40000000e-10  1.12630146e-03 
 1.28000000e-09  1.67994800e+00  1.28000000e-09  2.25073123e-08  1.28000000e-09  3.29999999e+00  1.28000000e-09  5.48834279e-09  1.28000000e-09  1.12630146e-03 
 2.56000000e-09  1.67994800e+00  2.56000000e-09  2.25101662e-08  2.56000000e-09  3.29999999e+00  2.56000000e-09  5.48840370e-09  2.56000000e-09  1.12630146e-03 
 4.56000000e-09  1.67994800e+00  4.56000000e-09  2.25136815e-08  4.56000000e-09  3.29999999e+00  4.56000000e-09  5.48830290e-09  4.56000000e-09  1.12630146e-03 
 6.56000000e-09  1.67994800e+00  6.56000000e-09  2.25167055e-08  6.56000000e-09  3.29999999e+00  6.56000000e-09  5.48840143e-09  6.56000000e-09  1.12630146e-03 
 8.56000000e-09  1.67994800e+00  8.56000000e-09  2.25085697e-08  8.56000000e-09  3.29999999e+00  8.56000000e-09  5.48831539e-09  8.56000000e-09  1.12630146e-03 
