# gf180-pll :: supply-sensitivity :: supply step/ramp transient
# corner: ss / -40 C, band 5, N=8, f_ref=12.5e6 Hz
# profile: 3.30 V -> step(100n) -> 3.63 V @ 5.6u;
#          ramp 41.1u..47.5u -> 2.97 V; hold to 55.5u
# decimation: nearest sample at 20e-9 s from the full ngspice trace
t_s,vctrl_v,lock_v,vdd_v,fb_v
0,2.2266,4.77784e-09,3.3,1.57952
2.00518722e-08,2.18235,4.77972e-09,3.3,3.3
4.007e-08,2.14294,4.7782e-09,3.3,3.3
6.01650793e-08,2.15161,2.55887e-08,3.3,-3.12012e-06
8.02e-08,2.16029,-1.52704e-08,3.3,-1.22988e-06
1.00214624e-07,2.15287,3.41196e-08,3.3,3.3
1.2023e-07,2.11678,4.71376e-09,3.3,3.3
1.4028836e-07,2.12875,5.10093e-08,3.3,-8.93511e-06
1.60313701e-07,2.14001,4.96285e-09,3.3,0.000128753
1.80359138e-07,2.14171,2.39988e-07,3.3,3.3
2.00402376e-07,2.10912,4.89599e-09,3.3,3.3
2.20442953e-07,2.12016,-4.15589e-08,3.3,-5.58231e-06
2.40455588e-07,2.13232,4.94506e-09,3.3,5.0259e-09
2.60510318e-07,2.1414,8.42243e-08,3.3,3.30007
2.8054471e-07,2.111,-2.09634e-09,3.3,3.3
3.00549206e-07,2.12092,-3.86721e-08,3.3,3.3
3.20576626e-07,2.13289,4.93948e-09,3.3,4.88936e-09
3.40641187e-07,2.14347,4.94964e-09,3.3,-1.1889e-06
3.60690268e-07,2.11752,-2.74848e-08,3.3,3.3
3.80714002e-07,2.12768,5.1129e-08,3.3,3.3
4.00737182e-07,2.13878,4.94037e-09,3.3,1.66086e-08
4.20791659e-07,2.14857,4.94989e-09,3.3,-0.0149459
4.40807241e-07,2.12825,-1.77746e-07,3.3,3.3
4.60832212e-07,2.13785,5.11512e-08,3.3,3.3
4.80900075e-07,2.14769,4.94049e-09,3.3,4.72147e-09
5.0091823e-07,2.15635,4.94973e-09,3.3,-5.41009e-07
5.20940146e-07,2.14136,-8.62765e-05,3.3,3.3
5.40974806e-07,2.14954,-8.18328e-09,3.3,3.3
5.60986561e-07,2.15792,4.9407e-09,3.3,-0.000192862
5.81014036e-07,2.16532,4.94999e-09,3.3,-1.27051e-06
6.01021321e-07,2.15495,5.31071e-05,3.3,3.3
6.21051401e-07,2.16144,3.47284e-08,3.3,3.3
6.41100075e-07,2.16839,4.94045e-09,3.3,4.52663e-09
6.61188996e-07,2.17453,4.95e-09,3.3,4.8589e-09
6.81232194e-07,2.16786,1.07129e-07,3.3,3.3
7.01292721e-07,2.17291,3.49449e-08,3.3,3.3
7.21300075e-07,2.17846,4.94079e-09,3.3,4.86018e-09
7.41355681e-07,2.18337,4.95027e-09,3.3,4.87266e-06
7.61386345e-07,2.17955,-5.20284e-07,3.3,3.3
7.81444399e-07,2.18341,-3.21562e-08,3.3,3.29999
8.01476471e-07,2.18771,4.94078e-09,3.3,0.000361732
8.21477916e-07,2.19149,4.94999e-09,3.3,0.00421641
8.4150151e-07,2.18975,9.78324e-08,3.3,3.3
8.61520556e-07,2.19245,3.52609e-08,3.3,3.3
8.81600075e-07,2.19567,4.94101e-09,3.3,3.20878e-09
