# gf180-pll :: supply-sensitivity :: supply step/ramp transient
# corner: ff / 125 C, band 5, N=8, f_ref=12.5e6 Hz
# profile: 3.30 V -> step(100n) -> 3.63 V @ 5.6u;
#          ramp 41.1u..47.5u -> 2.97 V; hold to 55.5u
# decimation: nearest sample at 20e-9 s from the full ngspice trace
t_s,vctrl_v,lock_v,vdd_v,fb_v
0,2.023,5.15273e-07,3.3,1.64242
2.00380636e-08,1.97428,5.15273e-07,3.3,3.3
4.007e-08,1.93106,5.15273e-07,3.3,5.2503e-07
6.00900326e-08,1.93979,4.84157e-07,3.3,9.83298e-07
8.0125746e-08,1.93266,5.46875e-07,3.3,3.3
1.00196543e-07,1.89394,5.15264e-07,3.3,3.3
1.202e-07,1.86004,5.15268e-07,3.3,5.15207e-07
1.40246892e-07,1.87722,4.84685e-07,3.3,7.66555e-07
1.6027e-07,1.88866,1.73896e-06,3.3,3.3
1.80321737e-07,1.85551,5.15251e-07,3.3,3.3
2.00356563e-07,1.82738,5.13696e-07,3.3,-0.00125432
2.20398989e-07,1.84725,5.44353e-07,3.3,-8.36607e-07
2.404e-07,1.86756,5.1453e-07,3.3,5.14695e-07
2.60456241e-07,1.84673,5.03789e-07,3.3,3.29999
2.80464887e-07,1.8216,5.17847e-07,3.3,3.3
3.00504291e-07,1.84033,5.19606e-07,3.3,-9.18038e-09
3.20505762e-07,1.86127,5.14527e-07,3.3,4.63186e-07
3.40520477e-07,1.85795,5.03925e-07,3.3,3.3
3.60521696e-07,1.83135,5.06662e-07,3.3,3.3
3.80523107e-07,1.84877,5.19496e-07,3.3,-2.20921e-06
4.00534468e-07,1.86855,5.14528e-07,3.3,5.76146e-07
4.20540974e-07,1.88063,1.52135e-06,3.3,3.30001
4.4058778e-07,1.85142,5.46655e-07,3.3,3.3
4.60593768e-07,1.8667,5.09915e-07,3.3,0.697834
4.80631678e-07,1.88424,5.14528e-07,3.3,5.15312e-07
5.00723224e-07,1.89974,5.14591e-07,3.3,-3.67949e-07
