# gf180-pll :: supply-sensitivity :: supply step/ramp transient
# corner: typical / 27 C, band 5, N=8, f_ref=12.5e6 Hz
# profile: 3.30 V -> step(100n) -> 3.63 V @ 5.6u;
#          ramp 41.1u..47.5u -> 2.97 V; hold to 8.43e-05
# decimation: nearest sample at 20e-9 s from the full ngspice trace
t_s,vctrl_v,lock_v,vdd_v,fb_v
0,2.1618,5.48835e-09,3.3,1.60375
2.00407004e-08,2.11526,5.49053e-09,3.3,3.3
4.007e-08,2.074,5.4888e-09,3.3,3.3
6.01332727e-08,2.08296,-2.89261e-08,3.3,1.13308e-06
8.02e-08,2.09218,-2.81038e-08,3.3,2.95372e-07
1.00209589e-07,2.0847,-6.90415e-09,3.3,3.3
1.2021e-07,2.04686,5.47017e-09,3.3,3.3
1.40259079e-07,2.05922,-2.43779e-08,3.3,-9.43054e-06
1.6027e-07,2.07112,5.73055e-09,3.3,-0.010881
1.80332893e-07,2.07395,1.41293e-07,3.3,3.30001
2.00354685e-07,2.03864,4.20972e-09,3.3,3.3
2.20427822e-07,2.05083,-2.48109e-08,3.3,1.46026e-06
2.40454915e-07,2.06362,5.66255e-09,3.3,5.73363e-09
2.6049141e-07,2.075,6.08852e-09,3.3,3.35029
2.80509706e-07,2.04288,1.72538e-09,3.3,3.3
3.00509794e-07,2.05255,2.02857e-08,3.3,3.3
3.20533873e-07,2.06504,5.66084e-09,3.3,5.58876e-09
3.40567638e-07,2.07603,5.65189e-09,3.3,-2.6342e-07
3.60574539e-07,2.05181,1.03937e-08,3.3,3.3
3.80639339e-07,2.06089,-2.43751e-08,3.3,3.29998
4.00669936e-07,2.0723,5.66041e-09,3.3,8.54875e-07
4.20708315e-07,2.08235,5.65187e-09,3.3,1.24526e-06
4.40752727e-07,2.06397,-3.17347e-07,3.3,3.3
4.6082585e-07,2.07272,3.53222e-08,3.3,3.3
4.80889744e-07,2.08267,5.66037e-09,3.3,5.4466e-09
5.00933041e-07,2.09143,5.65176e-09,3.3,-1.33891e-06
5.20967481e-07,2.07839,8.67727e-05,3.3,3.29999
5.41035833e-07,2.08589,-2.39682e-08,3.3,3.3
5.6110181e-07,2.09422,5.66002e-09,3.3,4.13455e-09
5.81166489e-07,2.10156,5.65136e-09,3.3,-1.32297e-07
6.01200561e-07,2.09321,1.70523e-06,3.3,3.3
6.2121303e-07,2.0992,-3.34514e-08,3.3,3.3
6.4130181e-07,2.10591,5.66011e-09,3.3,5.458e-09
6.61377208e-07,2.11181,5.65127e-09,3.3,-1.36214e-06
6.81395132e-07,2.1071,1.96396e-07,3.3,3.3
7.0140826e-07,2.11154,-2.32523e-08,3.3,3.3
7.21441793e-07,2.11674,5.66009e-09,3.3,-1.52015e-05
7.41446478e-07,2.12131,5.65111e-09,3.3,0.000282361
7.61448494e-07,2.11943,-2.73e-07,3.3,3.30394
7.81468256e-07,2.12242,4.41886e-08,3.3,3.3
8.0150181e-07,2.1263,5.66012e-09,3.3,4.20074e-09
8.21516861e-07,2.12972,5.65105e-09,3.3,-1.47176e-06
8.41541253e-07,2.1295,3.84821e-07,3.3,3.3
8.61611339e-07,2.13143,-4.62905e-08,3.3,3.3
8.8170181e-07,2.13423,5.65945e-09,3.3,4.8951e-09
9.01714353e-07,2.1367,5.64391e-09,3.3,-1.4619e-06
9.21749955e-07,2.13725,2.83901e-09,3.3,3.30001
9.41772011e-07,2.13865,5.15219e-09,3.3,3.3
9.61801097e-07,2.14058,4.9021e-09,3.3,6.03212e-09
9.81802324e-07,2.14228,4.93835e-09,3.3,1.36042e-06
1.00184381e-06,2.14336,5.31249e-09,3.3,3.30001
1.02190986e-06,2.14439,5.04739e-09,3.3,3.3
1.04200245e-06,2.14564,5.16755e-09,3.3,2.25147e-07
1.06207209e-06,2.14674,5.28008e-09,3.3,-1.20006e-06
1.08211612e-06,2.14841,5.61312e-09,3.3,3.30001
1.10215849e-06,2.14945,5.40448e-09,3.3,3.30001
1.12223876e-06,2.1501,5.43228e-09,3.3,2.11919e-05
1.14228078e-06,2.15066,5.4528e-09,3.3,-4.06194e-06
1.16228624e-06,2.15235,5.27546e-09,3.3,3.30003
1.18233686e-06,2.15337,5.51394e-09,3.3,3.3
1.2024164e-06,2.15355,5.48427e-09,3.3,4.38488e-06
1.22251059e-06,2.15371,5.48964e-09,3.3,1.52986e-06
1.24253404e-06,2.15539,4.39817e-09,3.3,3.30002
1.26261831e-06,2.15628,4.6402e-09,3.3,3.3
1.28265257e-06,2.15612,5.49899e-09,3.3,5.93687e-05
1.30269235e-06,2.15597,5.50139e-09,3.3,-1.11559e-06
1.3227092e-06,2.15765,1.27014e-07,3.3,3.30002
1.3428042e-06,2.15844,-5.12147e-08,3.3,3.3
1.36281474e-06,2.15803,5.48894e-09,3.3,3.38295e-05
1.38286091e-06,2.15766,5.4929e-09,3.3,1.16903e-06
1.40288942e-06,2.15932,1.28127e-08,3.3,3.30003
1.42292662e-06,2.15998,-2.67806e-09,3.3,3.30001
1.44301984e-06,2.15939,5.39827e-09,3.3,-2.65687e-05
1.46311722e-06,2.15886,5.43015e-09,3.3,2.94497e-07
1.48316314e-06,2.16057,-2.19616e-07,3.3,3.30001
1.50321006e-06,2.16109,-3.50672e-08,3.3,3.3
1.52327215e-06,2.16037,4.90808e-09,3.3,-2.66369e-05
1.54328767e-06,2.15974,4.8988e-09,3.3,7.59804e-06
1.5633236e-06,2.16148,-9.80778e-08,3.3,3.30001
1.58333222e-06,2.16188,-3.51639e-08,3.3,3.3
1.60341528e-06,2.16107,5.55996e-09,3.3,1.59408e-05
1.62343006e-06,2.16036,5.28826e-09,3.3,-2.01674e-07
1.64343745e-06,2.1621,-2.39043e-08,3.3,3.30001
1.66346818e-06,2.1624,2.33142e-08,3.3,3.3
1.68352663e-06,2.16154,5.62851e-09,3.3,-1.02912e-05
1.70360303e-06,2.16078,5.55227e-09,3.3,3.1889e-06
1.72365787e-06,2.16261,-6.28247e-09,3.3,3.30001
1.74375006e-06,2.16273,-3.88474e-09,3.3,3.3
1.76382125e-06,2.16184,5.64063e-09,3.3,6.62732e-06
1.78386795e-06,2.16105,5.58198e-09,3.3,1.26219e-06
1.80392825e-06,2.16121,-3.22302e-08,3.3,3.30001
1.82398153e-06,2.16293,-1.84559e-08,3.3,3.3
1.84407876e-06,2.16202,5.64331e-09,3.3,-5.42845e-06
1.86410589e-06,2.16122,5.58499e-09,3.3,-8.71966e-07
